feature,importance
RDkitFP-RDKit::bit832,0.0008984242
RDkitFP-RDKit::bit1013,0.00089709024
RDkitFP-RDKit::bit878,0.00089656905
RDkitFP-RDKit::bit1944,0.00089583086
RDkitFP-RDKit::bit1299,0.0008936311
RDkitFP-RDKit::bit1969,0.0008928713
RDkitFP-RDKit::bit809,0.00089225435
RDkitFP-RDKit::bit66,0.0008922411
RDkitFP-RDKit::bit266,0.00089153886
RDkitFP-RDKit::bit262,0.00088887353
RDkitFP-RDKit::bit1512,0.00088729674
RDkitFP-RDKit::bit465,0.0008844011
RDkitFP-RDKit::bit768,0.0008827284
RDkitFP-RDKit::bit584,0.0008805697
RDkitFP-RDKit::bit1444,0.00087965216
RDkitFP-RDKit::bit1980,0.00087885215
RDkitFP-RDKit::bit362,0.0008772311
RDkitFP-RDKit::bit43,0.0008761199
RDkitFP-RDKit::bit1363,0.00087540795
RDkitFP-RDKit::bit629,0.0008741969
RDkitFP-RDKit::bit1758,0.0008736977
RDkitFP-RDKit::bit1933,0.0008732915
RDkitFP-RDKit::bit133,0.0008714934
RDkitFP-RDKit::bit56,0.0008706821
RDkitFP-RDKit::bit1175,0.0008683704
RDkitFP-RDKit::bit125,0.00086808746
RDkitFP-RDKit::bit439,0.0008649825
RDkitFP-RDKit::bit1610,0.00086214906
RDkitFP-RDKit::bit733,0.00086049846
RDkitFP-RDKit::bit1812,0.00085947657
RDkitFP-RDKit::bit115,0.0008573573
RDkitFP-RDKit::bit926,0.0008563485
RDkitFP-RDKit::bit1985,0.00085441896
RDkitFP-RDKit::bit544,0.0008530812
RDkitFP-RDKit::bit1700,0.00084722374
RDkitFP-RDKit::bit1629,0.0008467758
RDkitFP-RDKit::bit359,0.00084544317
RDkitFP-RDKit::bit71,0.000844318
RDkitFP-RDKit::bit1347,0.00084320304
RDkitFP-RDKit::bit268,0.00084209966
RDkitFP-RDKit::bit1302,0.00084148615
RDkitFP-RDKit::bit1596,0.0008414409
RDkitFP-RDKit::bit1636,0.0008408394
RDkitFP-RDKit::bit1437,0.0008407397
RDkitFP-RDKit::bit101,0.00083815807
RDkitFP-RDKit::bit1613,0.0008362253
RDkitFP-RDKit::bit189,0.00083568186
RDkitFP-RDKit::bit274,0.0008348481
RDkitFP-RDKit::bit159,0.00083474274
RDkitFP-RDKit::bit1692,0.00083339773
RDkitFP-RDKit::bit444,0.0008324888
RDkitFP-RDKit::bit546,0.00083244836
RDkitFP-RDKit::bit533,0.0008305575
RDkitFP-RDKit::bit59,0.00083053473
RDkitFP-RDKit::bit1454,0.00082979165
RDKit2D::SMR_VSA2,0.0008297142
RDkitFP-RDKit::bit162,0.00082933326
RDkitFP-RDKit::bit1371,0.00082856655
RDkitFP-RDKit::bit10,0.00082441495
RDkitFP-RDKit::bit664,0.00082416646
RDkitFP-RDKit::bit300,0.0008238267
RDkitFP-RDKit::bit1349,0.0008232127
RDkitFP-RDKit::bit1174,0.0008230299
RDkitFP-RDKit::bit1782,0.00082224817
RDkitFP-RDKit::bit1904,0.0008212424
